motif	estimatedScale	MSE	optimizedScale	optimizedMSE	motifLength	numberOfKmers
FLC	0.2790804394403064	7.003581632985345	0.3190804394403064	0.060538383130056675	14.0	198552
FLI1	0.3474098598020731	0.5792444093502237	0.3574098598020731	0.05064983297714321	9.0	198552
FLI1::DRGX	0.2979595979137934	2.5414211570416154	0.3179595979137934	0.11130358455048273	14.0	198552
FLI1::FOXI1	0.33010916188921813	1.3210473369128197	0.35010916188921815	0.0014105827013979496	11.0	198552
FOS	0.22103710589351386	5.020403007798252	0.25103710589351386	0.03130109174823998	13.0	198552
FOS::JUN	0.27540414184538475	2.4442654591013375	0.29540414184538477	0.08933098465761656	10.0	198552
FOS::JUNB	0.287139027632969	3.235663376981525	0.317139027632969	0.006439496765529639	9.0	198552
FOS::JUND	0.2979184723743523	4.118553876130962	0.3379184723743523	0.04063332372914833	9.0	198552
FOSB::JUN	0.26201153820459333	3.703745503888273	0.29201153820459336	0.04453458794958513	11.0	198552
FOSB::JUNB	0.29212787363646076	3.8244507252786497	0.3221278736364608	0.042461422724681556	9.0	198552
FOSL1	0.2816541220772079	3.8430461364932516	0.3116541220772079	0.016942525771707167	9.0	198552
FOSL1::JUN	0.30141697583302246	4.111680061026854	0.34141697583302244	0.05211165087424587	9.0	198552
FOSL1::JUNB	0.2923978095663391	3.903859644109106	0.3223978095663391	0.050500682377692764	9.0	198552
FOSL1::JUND	0.31498793690681753	1.0825006584475014	0.33498793690681755	0.010600861896989895	9.0	198552
FOSL2	0.2996987273119093	1.6402195319222395	0.3196987273119093	0.0001983084719010484	10.0	198552
FOSL2::JUN	0.27007134413532324	3.0581167041330013	0.3000713441353232	0.019946306098144864	10.0	198552
FOSL2::JUNB	0.23172333012002697	4.922163947603499	0.26172333012002696	0.010614263533014952	10.0	198552
FOSL2::JUND	0.2728803399619145	2.846769734880609	0.29288033996191454	0.10483905866393843	10.0	198552
FOXA1	0.30901132727136416	8.948739534184261	0.36901132727136415	0.03337727827465024	8.0	198552
FOXA2	0.29071906041529066	11.33020983970443	0.3707190604152907	0.05479426378800872	8.0	198552
FOXA3	0.3162546539697764	9.604500718450584	0.39625465396977644	0.02863384265434506	7.0	198552
FOXB1	0.25233074696638585	17.24019533859229	0.33233074696638587	1.9435100989293134e-06	11.0	198552
FOXC1	0.26872621940395336	14.776019980981145	0.3487262194039534	0.005075589051360951	11.0	198552
FOXC2	0.26025969860276393	16.724273332747018	0.34025969860276395	0.01971503435254397	11.0	198552
FOXD1	0.3014243325779635	12.810968875122953	0.3914243325779635	0.00016863878501307744	7.0	198552
FOXD2	0.19362623246326616	28.14007565935331	0.32362623246326616	0.057908408405541574	11.0	198552
FOXD3	0.22641488869696122	22.237506242782864	0.3264148886969612	0.08597206510036702	14.0	198552
FOXE1	0.2606982426223489	13.378399596542279	0.3306982426223489	0.10461106456730296	12.0	198552
FOXF2	0.2911884068456159	10.266520842537501	0.36118840684561593	0.03608880477023709	9.0	198552
FOXG1	0.31999427769694777	4.419335956654476	0.35999427769694775	0.00590267333299436	8.0	198552
FOXH1	0.3710821987294639	1.030477815854487	0.3910821987294639	0.00855758953434442	8.0	198552
FOXI1	0.3195886727838892	8.352194964239333	0.3895886727838892	0.045822730095245116	7.0	198552
FOXJ2::ELF1	0.30619646367110437	3.4615156803071265	0.33619646367110434	0.034076390478729846	11.0	198552
FOXK1	0.32656579797954816	8.248053037471152	0.39656579797954816	0.004597590327621417	7.0	198552
FOXK2	0.3133359327219427	10.339738094217259	0.3933359327219427	0.0014751129938212369	7.0	198552
FOXL1	0.307070040511137	9.811063074099915	0.377070040511137	0.021720097429768194	7.0	198552
FOXN3	0.29284564867642005	9.953459230462768	0.36284564867642005	0.04290466676920997	8.0	198552
FOXO1::ELF1	0.28500146584317293	2.6308728728115245	0.30500146584317295	0.0815293345096729	13.0	198552
FOXO1::ELK1	0.30853527714376816	1.2336725289952784	0.3285352771437682	0.053670789191621916	13.0	198552
FOXO1::ELK3	0.291166972636716	1.3120069550981543	0.311166972636716	0.04955067584138325	13.0	198552
FOXO1::FLI1	0.269022119296915	4.113732829750073	0.299022119296915	0.0026468394348618095	13.0	198552
FOXO3	0.33189542857748333	4.343074303561755	0.3718954285774833	0.015737377745063626	8.0	198552
FOXO4	0.31276352093304405	9.333148016593276	0.39276352093304406	0.046111490944416245	7.0	198552
FOXO6	0.32537324677555246	7.611930205736218	0.39537324677555247	0.026543557378021755	7.0	198552
FOXP1	0.30044864193090665	12.030500172369749	0.39044864193090667	0.004714749138583144	7.0	198552
FOXP2	0.2781078867081148	14.57431229330927	0.35810788670811483	0.009074953523645221	9.0	198552
FOXP3	0.32244283611851293	4.441808217871221	0.3624428361185129	0.06015022344725668	7.0	198552
FOXP4	0.3305496284989988	6.928892190877386	0.3905496284989988	0.01039575786257789	7.0	198552
FOXS1	0.3060063220423879	10.103144685896863	0.37600632204238793	0.011536718942458632	8.0	198552
FUS3	0.3931879384787735	0.2700240633461162	0.4031879384787735	0.0056423534364571796	7.0	198552
FaEOBII	0.3532131292087948	0.5659120157628238	0.3632131292087948	0.0483827124515566	8.0	198552
Fer1	0.268856669137311	1.3098539767892767	0.288856669137311	0.11327726465287011	13.0	198552
Fer2	0.3141828647828712	0.7031722050309788	0.3241828647828712	0.05419875044997181	10.0	198552
Fli-Erg-a	0.35901425509319157	3.7131795957102876	0.40901425509319156	0.004820642147190172	6.0	198552
Fli-Erg-b	0.33949440138648257	1.446517619647789	0.3594944013864826	0.01934669398450291	9.0	198552
Fli-Erg-c	0.3873174228063626	1.2898493967262072	0.41731742280636264	0.010909127737893907	6.0	198552
Fos-b	0.278157860631643	1.8283979848916443	0.298157860631643	0.0010339935995285164	10.0	198552
Fos::Jun	0.35962587270583224	1.1734344690863947	0.37962587270583226	0.014057797474564123	8.0	198552
FoxA-a	0.24249026862376907	13.654962931023098	0.30249026862376904	0.03953693512571108	13.0	198552
FoxA-b	0.20866896080929326	26.612678080238823	0.34866896080929327	0.04891550912178037	8.0	198552
FoxB	0.17592230740464934	27.868498221563208	0.3059223074046493	0.04846205105425307	11.0	198552
FoxD-b	0.33264611744483763	10.160694961835345	0.4226461174448376	0.0009814760524153507	6.0	198552
FoxE	0.3587971651792369	7.143602177333622	0.4287971651792369	0.026124911565161314	6.0	198552
FoxF	0.1950254848624175	29.379850688087608	0.4050254848624175	0.02137945046826885	6.0	198552
FoxG	0.3753548076107625	3.3319307311362443	0.4253548076107625	0.013236186677892711	6.0	198552
FoxI-a	0.3696315000195648	5.852256382910057	0.4396315000195648	0.02690517848720992	6.0	198552
FoxI-b	0.23086951966265482	24.697090015670167	0.3508695196626548	0.0035780813390219567	11.0	198552
FoxI-c	0.39417236910267617	2.008949587146604	0.43417236910267615	0.028578848953634023	6.0	198552
FoxK	0.34231941862420984	8.384729291195937	0.42231941862420985	0.0004789782444093061	6.0	198552
FoxL1	0.27550573159095093	16.960840294147882	0.3855057315909509	0.0006501059523019705	8.0	198552
FoxL2	0.281225345559811	17.08516379732552	0.381225345559811	0.0007435332857025388	8.0	198552
FoxM	0.30246891288500977	14.041221409613744	0.40246891288500974	0.029479760550219683	6.0	198552
FoxO	0.23860195209412002	24.335929021022572	0.37860195209412006	3.7066148801902614e-06	9.0	198552
FoxP	0.29254478991951594	9.627834818982818	0.35254478991951593	0.05229341682607467	9.0	198552
FoxQ	0.3354488498427499	7.008270172761489	0.4054488498427499	0.0028866023719971035	6.0	198552
Foxa2	0.28087708302548287	9.899107503174731	0.34087708302548286	0.0005404277458360712	11.0	198552
Foxd3	0.1632341460779375	29.19804526256598	0.3232341460779375	0.09133984024330674	12.0	198552
Foxf1	0.31432143562300013	11.468864962882774	0.39432143562300015	0.014677533647549161	7.0	198552
Foxj2	0.3047227235532644	9.46590441803646	0.3747227235532644	0.04059808838574678	8.0	198552
Foxj3	0.2708862687426426	15.737244359870948	0.3608862687426426	0.04529709375890903	9.0	198552
Foxk1	0.2344095550897429	20.35988129293051	0.3344095550897429	9.559891761502066e-05	13.0	198552
Foxl2	0.2673516978487298	15.642474389532063	0.3473516978487298	0.018555952200340935	10.0	198552
Foxn1	0.3781370444284156	0.8584408994196303	0.39813704442841563	0.017632865604655323	6.0	198552
Foxo1	0.3608284003838674	3.4310871851341105	0.40082840038386736	0.003869614197035063	7.0	198552
Foxo3	0.33238621390926526	7.486013770126229	0.40238621390926527	0.049951513847314694	7.0	198552
Foxq1	0.31797366676462024	5.381784796026932	0.3579736667646202	0.07175462239099852	10.0	198552
GABPA	0.342854970331952	0.4110322025544541	0.352854970331952	0.005130844796896385	10.0	198552
GAF1	0.2603541336186785	5.2827485033016925	0.29035413361867846	0.0829156164735904	15.0	198552
GAL4	0.22536974601320275	18.14976785620087	0.29536974601320276	0.012019842960562657	15.0	198552
GAT1	0.37189518931044924	0.25391197438055596	0.38189518931044925	0.0020282459237880557	6.0	198552
GAT3	0.33527059761676886	6.174190012447648	0.39527059761676886	0.023306999372631754	6.0	198552
GAT4	0.3670761226816831	1.6033409886316645	0.39707612268168313	0.0001473887180302607	6.0	198552
GATA-a	0.3896525968986415	1.7070227085394105	0.41965259689864154	0.016793012163076555	6.0	198552
GATA1	0.28947244276409256	3.933148847954523	0.3194724427640926	0.06828650066921756	10.0	198552
GATA10	0.29846380947927925	3.015200569461326	0.3284638094792792	0.009048414349197885	8.0	198552
GATA11	0.32546183226225633	2.205518394808477	0.35546183226225636	0.0020276844174345913	8.0	198552
GATA12	0.2499726530959494	6.461476162726916	0.2999726530959494	0.02940180049123996	6.0	198552
GATA14	0.3179339973552227	2.3429181929607963	0.3479339973552227	0.00661557335309554	8.0	198552
GATA15	0.37451421380276034	2.193490852313563	0.4145142138027603	0.0015203473810907681	4.0	198552
GATA19	0.3089665656025995	2.6669949235195056	0.3389665656025995	0.005673316086752597	9.0	198552
GATA1::TAL1	0.2917712092855776	5.651350102707793	0.3317712092855776	0.011525310212386834	17.0	198552
GATA1_2_3	0.3954078602432863	1.7090994799393662	0.42540786024328625	0.013816580133662416	6.0	198552
GATA2	0.3481211092801158	4.668825570790614	0.3981211092801158	0.0010881845357954161	7.0	198552
GATA20	0.32306592905969905	0.3582379062291201	0.33306592905969906	0.00086380557547155	8.0	198552
GATA3	0.3673970745001198	2.7760683403480164	0.4073970745001198	0.011107755809408997	8.0	198552
GATA4	0.283941007355194	6.33446815447506	0.343941007355194	0.001925433956438797	4.0	198552
GATA5	0.35364974998214505	2.7603763999194144	0.38364974998214507	0.016858286718469496	8.0	198552
GATA6	0.2905569315505907	4.726663969096316	0.3305569315505907	0.02927576530688414	10.0	198552
GATA8	0.33949949826751386	3.530900063694425	0.38949949826751384	0.0313773751461071	5.0	198552
GATA9	0.32542692195254447	7.24319474658006	0.37542692195254446	0.02572492390297389	6.0	198552
GATAd	0.3774703384164157	0.11335344507898186	0.3874703384164157	0.019680237868367128	7.0	198552
GATAe	0.3612198636555376	0.38421255918379	0.3712198636555376	0.025846731165186862	7.0	198552
GBF1	0.3566125551272453	1.934024204693398	0.38661255512724535	0.004987904683413511	7.0	198552
GBF2	0.31960908524367254	0.6229215667647512	0.32960908524367255	0.04744505999870402	9.0	198552
GBF3	0.34351876741424797	0.6126029765965425	0.353518767414248	0.06794005790808301	8.0	198552
GBX1	0.23344575083485208	22.0795654280869	0.3534457508348521	0.0011238716468166454	7.0	198552
GBX2	0.22848589044166337	26.05064446169555	0.36848589044166336	0.022770751226359857	6.0	198552
GCM1	0.296923451322391	6.727956292484097	0.346923451322391	9.172619228558816e-06	10.0	198552
GCM2	0.3131133536286208	7.721565806046956	0.3731133536286208	0.019656769845979277	8.0	198552
GCN4	0.35598601211372477	1.7614286659495137	0.38598601211372474	0.014960897772935047	8.0	198552
GCR1	0.37294009300651065	0.39530412016205674	0.38294009300651066	0.019006654221929188	8.0	198552
GCR2	0.41417363830865944	0.9217290894438132	0.4441736383086594	0.028470544103014694	6.0	198552
GFI1	0.32292414198608477	1.9775050357154687	0.3429241419860848	0.05717578501002581	11.0	198552
GIS1	0.3587125085265618	2.557042751356248	0.39871250852656176	0.005663524384174455	6.0	198552
GLI2	0.22673105743624267	12.600207461757899	0.27673105743624266	0.0006492067171035673	15.0	198552
GLI3	0.23900209549039714	6.883375291488727	0.2790020954903971	0.11772566048096662	15.0	198552
GLIS1	0.2238520353513501	5.117994564057729	0.2538520353513501	0.19667974994959694	15.0	198552
GLIS2	0.195176304430361	18.1020105643527	0.255176304430361	0.01835572923913061	14.0	198552
GLIS3	0.22001662718093082	9.244725482352514	0.2600166271809308	0.004700408226135135	14.0	198552
GLN3	0.4340757019299862	0.7136637921191619	0.46407570192998615	0.021113874653633843	5.0	198552
GLYMA-06G314400	0.33897099046610146	1.1711799548959836	0.3589709904661015	0.0014714530734823309	8.0	198552
GLYMA-07G038400	0.3727532557049951	0.5039043571923154	0.39275325570499514	0.03450688478711793	7.0	198552
GLYMA-08G357600	0.29609774555584856	3.264962268633288	0.3260977455558486	0.029280788504244037	9.0	198552
GLYMA-13G317000	0.3333928290934948	1.5029373277202809	0.35339282909349484	0.03806172659440314	8.0	198552
GLYMA19G26560	0.2522631026262415	14.628038104401945	0.33226310262624154	0.06817097099791646	8.0	198552
GMEB2	0.3017625054150277	2.558042309706399	0.3317625054150277	0.003467941620868191	8.0	198552
GRF4	0.3304296809407953	4.139852068470721	0.37042968094079526	0.04696633574229926	8.0	198552
GRF6	0.3626791714563936	0.8903951170030461	0.38267917145639363	0.000892530269095914	7.0	198552
GRF9	0.38379719882558394	0.06700669255851174	0.39379719882558395	0.038102973324721	7.0	198552
GRHL1	0.2792809160641362	4.668756394350757	0.31928091606413617	0.07805797515269125	10.0	198552
GRHL2	0.3478241801603606	0.7520336349690556	0.3678241801603606	0.03808626478035987	8.0	198552
GRMZM2G135447	0.35106080594332906	2.923471105281517	0.39106080594332904	0.001994571384328507	7.0	198552
GSC	0.2979190855642123	10.413620074058587	0.37791908556421233	0.00010232972147067829	6.0	198552
GSC2	0.3474460556191843	6.961106302757143	0.4174460556191843	0.000387722006587787	6.0	198552
GSM1	0.24463852393884186	7.4121918819389325	0.28463852393884187	0.04527677527156874	10.0	198552
GSX1	0.21685745624187852	25.599431044632244	0.3668574562418785	0.00015601463864618428	6.0	198552
GSX2	0.3238123567623837	1.753315475940012	0.35381235676238365	0.0272780756926319	7.0	198552
GT-1	0.31964134500710834	2.365192005471354	0.3496413450071083	0.006504120284758555	8.0	198552
GT-2	0.291579613088861	10.895758730299452	0.351579613088861	0.05741363564392076	11.0	198552
GT-3a	0.2850835703758522	4.129628248416935	0.3150835703758522	0.0025670943844517415	14.0	198552
GT-4	0.23981491984972333	7.191349286174638	0.27981491984972334	0.014375801541479064	12.0	198552
GTL1	0.3185716393893928	3.9761477419826914	0.3585716393893928	0.001152466944187536	8.0	198552
GZF3	0.36822702087450937	1.4255938805890527	0.39822702087450934	0.023984457965917565	7.0	198552
Gabpa	0.31985325428710243	2.394951705339738	0.34985325428710246	0.009434431278252732	10.0	198552
Gam1	0.33998224872369764	3.398476110380324	0.3799822487236976	0.001043514805954501	8.0	198552
Gata1	0.3042836149676574	7.954321783715769	0.35428361496765737	0.028561701202331802	11.0	198552
Gata1::Tal1	0.2930040460130242	5.963169456005165	0.3330040460130242	0.02716912059479853	18.0	198552
Gata3	0.3541445236283862	2.5435717725654428	0.38414452362838625	0.02421504088388471	8.0	198552
Gata4	0.3279943828073158	2.359446190429027	0.35799438280731577	0.0011826229321541908	10.0	198552
Gfi1	0.35662216380960887	6.529985954909009	0.41662216380960887	0.020033753303832853	9.0	198552
Gfi1B	0.34323136055640263	1.3993299347772017	0.36323136055640265	0.010265364045690414	10.0	198552
Gli1	0.29276974739543477	4.561042721774432	0.33276974739543475	0.05125188869366852	10.0	198552
Gli2	0.2798320757513857	8.735734433457575	0.3398320757513857	0.07386089174457768	9.0	198552
Glyma19g26560.1	0.2540132442424117	15.009124088434358	0.3340132442424117	0.009897065619625575	8.0	198552
Gmeb1	0.24031970649207476	8.55471843310564	0.2903197064920748	0.0022564033095477	6.0	198552
Gsc	0.35760539075495174	7.641697809217058	0.41760539075495173	0.0010694268366771471	6.0	198552
Gsx	0.08268101797998904	31.2268698650784	0.26268101797998905	0.04646868790807307	20.0	198552
H2.0	0.14077991850076274	30.635463810780607	0.36077991850076274	0.03092413172274391	7.0	198552
HAC1	0.35442698929225896	1.0601411429875107	0.374426989292259	0.0039424271766004305	7.0	198552
HAL9	0.38036342596196887	1.7041569580279639	0.41036342596196884	6.706959874983509e-05	5.0	198552
HAND2	0.3872686858713559	0.10194861672126339	0.3972686858713559	0.009910041875249138	6.0	198552
HAP1	0.3728716423355292	0.3206915379957617	0.3828716423355292	0.002587849478449895	8.0	198552
HAP2	0.4450868734339631	0.07632078485628595	0.4550868734339631	0.004162538658399229	5.0	198552
HAP3	0.3473029763879041	0.6506464358461918	0.3573029763879041	0.07326997804093502	9.0	198552
HAP5	0.232685079135126	10.11418975780909	0.282685079135126	0.09021326764411985	14.0	198552
HAT1	0.3352960699288427	4.643123573167083	0.3852960699288427	0.03161251518720013	8.0	198552
HAT2	0.22689249529842548	25.454416146204892	0.3468924952984255	0.00023372335559937674	8.0	198552
HAT22	0.21105884055555793	21.840184727534428	0.31105884055555794	0.05389259144849021	9.0	198552
HAT5	0.19628368532047913	25.8356096791137	0.3062836853204791	0.012531382252796342	9.0	198552
HBI1	0.34201740662615765	1.8763090784906313	0.3720174066261577	0.006099742166676538	7.0	198552
HCM1	0.3383781733432628	8.653748141837754	0.4183781733432628	0.02204167705054978	7.0	198552
HDG1	0.1714867668969476	28.313637713627156	0.31148676689694765	0.024404192491107268	10.0	198552
HDG11	0.2508473780740218	15.88376496420691	0.3308473780740218	0.01022511455104735	9.0	198552
HDG7	0.19365088575904915	25.621072815941044	0.31365088575904915	0.05929560359822696	10.0	198552
HES1	0.23734150354885472	12.880094557646725	0.3073415035488547	0.04812278428026818	8.0	198552
HES2	0.19859875189330362	23.238271668018342	0.27859875189330363	6.0117485386475086e-05	9.0	198552
HES6	0.29828768606015316	1.8057133083685664	0.3182876860601532	0.006734008185756228	10.0	198552
HES7	0.2132293117836008	9.627330787644423	0.2532293117836008	0.016613608488536418	12.0	198552
HESX1	0.1897511798006873	30.2981506046307	0.3697511798006873	0.00028513672332978503	6.0	198552
HEY1	0.21473240122305265	16.89849280603233	0.28473240122305266	0.029892356768083553	10.0	198552
HEY2	0.25877999837541643	10.094394958645173	0.31877999837541643	0.0009318135500080122	9.0	198552
HGTX	0.21902047376699918	25.46107719937126	0.3390204737669992	0.06295643628681694	7.0	198552
HHEX	0.3078820448389657	5.600196988676975	0.3578820448389657	0.014233151688185681	8.0	198552
HHO2	0.35678161213254606	2.3545417412897285	0.386781612132546	0.030236100710294568	8.0	198552
HHO3	0.36275093327928337	1.79434416430221	0.39275093327928334	0.0017371165855381394	8.0	198552
HHO5	0.3649422644695041	1.8985431140944828	0.3949422644695041	8.204740200406167e-05	8.0	198552
HHO6	0.37469613502501004	1.7149113849911688	0.40469613502501	0.0025944343676600483	7.0	198552
HIC2	0.4031720203263266	1.43774768067172	0.4331720203263266	0.001962953825494926	6.0	198552
HIF1A	0.3597290485792092	1.844649966364991	0.3897290485792092	0.00294256041591512	6.0	198552
HINFP	0.307457994382925	6.789109715242543	0.35745799438292497	0.01544316275360495	8.0	198552
HLF	0.2354931677537043	17.36284680586061	0.3154931677537043	0.061006519241558935	9.0	198552
HLH4C	0.21886569364844133	12.262083934993964	0.2688656936484413	0.0017720723140328253	14.0	198552
HMBOX1	0.3832535120450539	2.095004319038058	0.4132535120450539	0.04298740532901916	7.0	198552
HMRA1	0.3486355268009764	6.7516637742846175	0.4086355268009764	0.0024770867337343505	7.0	198552
HMRA2	0.37358821643053397	3.005333738187079	0.41358821643053395	0.0041556771008483635	8.0	198552
HNF1A	0.17572822615240447	23.515380937010395	0.24572822615240447	0.12456221800973426	13.0	198552
HNF1B	0.1826476237920504	19.040856632370218	0.2426476237920504	0.16617188854509535	13.0	198552
HNF4	0.27195316409144965	1.3380296017972448	0.29195316409144967	0.08640658284178239	14.0	198552
HNF4A	0.34184198189079146	0.18440938857366398	0.35184198189079147	0.0277191579110826	9.0	198552
HNF4G	0.34072666211401725	0.1797487091183311	0.35072666211401726	0.0191117388075858	9.0	198552
HOXA1	0.25198290036948806	11.562366043952295	0.32198290036948807	0.03717788507090834	6.0	198552
HOXA10	0.22016510629208422	23.41703380442083	0.33016510629208423	0.010209557611883207	9.0	198552
HOXA13	0.28613308766179596	6.871573293573609	0.33613308766179595	0.07380887480772044	11.0	198552
HOXA2	0.27891540362689404	8.346971799664459	0.34891540362689405	0.01860862664191268	6.0	198552
HOXA3	0.2906040249356218	4.82437710598523	0.3306040249356218	0.004994297170782462	7.0	198552
HOXA4	0.3114477799031822	2.7559125558968147	0.3414477799031822	0.012299082334635201	7.0	198552
HOXA5	0.2958430185438196	4.630729683001238	0.3358430185438196	0.014741231918962823	8.0	198552
HOXA6	0.31983514669249336	9.932541023114071	0.39983514669249337	0.04304947456811684	7.0	198552
HOXA7	0.2536471593686297	24.65564791466955	0.4336471593686297	0.0034936711360769772	6.0	198552
HOXA9	0.31512397053035307	1.8938991130929135	0.34512397053035304	0.035138186156992574	7.0	198552
HOXB1	0.3132552386040698	2.193822472782815	0.3432552386040698	0.005645537316301401	7.0	198552
HOXB13	0.22923998670836393	21.96559028428879	0.3392399867083639	0.02398992167852647	9.0	198552
HOXB2	0.3111906933928873	10.076928549628498	0.3911906933928873	0.028141614216333766	6.0	198552
HOXB2::ELK1	0.29038072850216234	1.2711968843203911	0.31038072850216236	0.0937546755190324	14.0	198552
HOXB3	0.2606302949192292	19.143671347737396	0.3806302949192292	0.0007105564595605825	6.0	198552
HOXB4	0.3232568471448406	7.112647898520274	0.3832568471448406	0.0023078104711191077	6.0	198552
HOXB5	0.28206052469674886	9.853935548718031	0.35206052469674887	0.003300581584821803	6.0	198552
HOXB6	0.2967142116108621	8.596421227628479	0.3667142116108621	0.033319749015314856	7.0	198552
HOXB7	0.35787332554858503	1.6189068496370527	0.387873325548585	0.018649071592302426	7.0	198552
HOXB8	0.31102959660217294	9.585100096709061	0.38102959660217295	0.004363546683211169	7.0	198552
HOXB9	0.31941820407780164	2.1719897025795407	0.34941820407780166	0.07704009372008157	9.0	198552
HOXC10	0.27228294481654647	9.624511234284741	0.33228294481654647	0.00040029546395087615	9.0	198552
HOXC11	0.29269216210187504	2.1439591879422846	0.31269216210187506	0.05775159543904643	11.0	198552
HOXC12	0.2734112781889417	7.773662445211773	0.32341127818894166	0.00011465948411399461	10.0	198552
HOXC13	0.2799266830207432	8.810746880434785	0.3399266830207432	0.06780915167658406	9.0	198552
HOXC4	0.32782188802702106	4.632477831199469	0.37782188802702105	0.0009550409417243468	6.0	198552
HOXC8	0.2566624426949918	16.703747720869778	0.3566624426949918	0.006895903866096903	6.0	198552
HOXC9	0.3139130961353103	2.552165922394693	0.3439130961353103	0.01744200560692334	9.0	198552
HOXD10	0.3082766315743256	2.781974795314008	0.33827663157432564	0.02685479446992249	10.0	198552
HOXD11	0.2627238583284145	13.89214906575966	0.3427238583284145	0.0015995127705453074	9.0	198552
HOXD12	0.3031782746183885	2.4882745813384792	0.33317827461838845	0.0527959274091746	10.0	198552
HOXD12::ELK1	0.2841563118375976	1.3623330626213639	0.3041563118375976	0.07539159340630511	13.0	198552
HOXD13	0.30078820933729433	2.175405683077819	0.32078820933729435	0.04619797255005382	11.0	198552
HOXD3	0.2721260877215715	8.175382688255745	0.3321260877215715	0.06828271250893918	8.0	198552
HOXD4	0.32002751294274734	4.472869029765847	0.3700275129427473	0.013635318085754945	6.0	198552
HOXD8	0.312067906652626	9.622033842208744	0.382067906652626	0.003712573141951426	7.0	198552
HOXD9	0.24394083164025027	18.408691841696573	0.34394083164025024	0.018180444981630954	9.0	198552
HRS1	0.31485126671734565	5.046070846995357	0.3548512667173456	0.010423229381968494	12.0	198552
HSF1	0.3869063391223943	1.5252270102067427	0.4169063391223943	0.0001694324454657765	7.0	198552
HSF2	0.27155332222423273	3.4019027888257054	0.3015533222242327	0.06612493670889931	13.0	198552
HSF4	0.2797426256919677	3.1285011303153745	0.30974262569196764	0.05272184794048114	13.0	198552
HSFA1B	0.31970696019036304	0.6646290060952403	0.32970696019036305	0.06292565150311721	8.0	198552
HSFA1E	0.27523925531724364	3.4399867742933896	0.3052392553172436	0.044413987427321736	14.0	198552
HSFA4A	0.24155549996052036	7.208396661273057	0.2815554999605204	0.03170242961351352	14.0	198552
HSFA6A	0.2763113461246834	3.097453447446449	0.2963113461246834	0.12752283105591883	13.0	198552
HSFA6B	0.3089196306605725	3.0927532841620557	0.3389196306605725	0.005133778019844012	8.0	198552
HSFB2A	0.2735949831121474	5.33510726655057	0.3135949831121474	0.005720892656787525	10.0	198552
HSFB2B	0.2782167382130504	4.629531367926233	0.3082167382130504	0.05414921326786136	11.0	198552
HSFB3	0.2809054011926807	7.7452947815336275	0.3309054011926807	0.0005005513894836807	12.0	198552
HSFB4	0.32239965616412614	3.0130438669707544	0.35239965616412616	0.006048081336139762	10.0	198552
HSFC1	0.29567552459117147	4.3405928157365645	0.33567552459117145	0.013202954748134902	8.0	198552
HY5	0.21404565645911386	6.848417610985241	0.24404565645911386	0.02856216919699801	12.0	198552
HYH	0.3323626722567137	0.4368139941908042	0.3423626722567137	0.02743242679814946	7.0	198552
Hand1	0.3375949749024294	2.6672236480381533	0.3675949749024294	0.017517401663687062	9.0	198552
Hand1::Tcf3	0.36380736108882167	1.4577916189674958	0.3838073610888217	0.045684802065021714	9.0	198552
Hes-b	0.23828142894486093	11.596468504256944	0.2982814289448609	0.021853313926152047	8.0	198552
Hes-c	0.24364880690070984	8.53711891230637	0.2936488069007098	0.003337658840338935	8.0	198552
Hes1	0.2756633641985368	4.743861273297867	0.3156633641985368	0.00045301317537454116	7.0	198552
Hes2	0.31209485897654143	5.586120590213547	0.3620948589765414	0.034030682573378684	9.0	198552
Hex	0.13088580086346863	31.171225835514598	0.3708858008634686	0.032368544442121686	6.0	198552
Hey	0.2580369229975847	5.514812431184371	0.29803692299758466	0.01841701142519466	8.0	198552
Hic1	0.3508261686423586	4.569440266406401	0.4008261686423586	5.513954747926631e-07	8.0	198552
Hmx	0.19546957291362044	26.88712936226532	0.33546957291362045	0.030203977674588958	7.0	198552
Hmx1	0.2658595632901206	9.784260224358547	0.3258595632901206	0.036282748391277396	9.0	198552
Hmx2	0.24204360809903935	10.682683467017462	0.29204360809903934	0.014110977383873121	15.0	198552
Hmx3	0.26233429934747204	9.725391206357854	0.32233429934747204	0.021427842732046596	9.0	198552
Hnf1	0.13597565962373584	30.26249004103024	0.3359756596237359	0.005742053169584445	7.0	198552
Hnf1A	0.3226042272567749	3.109595155935674	0.35260422725677487	0.010960358701816133	10.0	198552
Hnf4	0.24898115761649167	1.7226557003035698	0.26898115761649166	0.1011048623385406	13.0	198552
Hnf4a	0.24050827522576576	3.0139176257589675	0.26050827522576575	0.007493426218292726	16.0	198552
Hox3	0.29545303832921443	9.69912373710874	0.36545303832921444	0.018065495885110472	6.0	198552
Hox4	0.28405753622167457	15.17318954567195	0.3740575362216746	0.013930522998980416	6.0	198552
Hox5	0.275570334186258	16.886358414771536	0.38557033418625797	0.014183081656109467	6.0	198552
Hoxa11	0.2898852724471852	5.45501490216631	0.3298852724471852	0.028751106472641026	9.0	198552
Hoxa13	0.27081058122376167	15.787329624711939	0.36081058122376164	0.0193716544755847	8.0	198552
Hoxa9	0.25127268275063325	16.40622902765814	0.34127268275063327	0.06833636134595393	11.0	198552
Hoxb5	0.196894986636285	22.31914308018858	0.276894986636285	0.034680917197004626	16.0	198552
